Observations,Number,Date,Date,Briefing,Special Issue,Commentary,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 1 Affiliation,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation ,Author 5 Affiliation,Author 6 Affiliation,Author 1 Country,Author 2 Country,Author 3 Country,Author 4 Country,Author 5 Country,Author 6 Country,Journal,Journal Type,Country 1,Country 2,Country 3,Country 4,Country 1 Subregion,Country 2 Subregion,Region 1,Region 2,Region 3,Region 4,Non-African countries/continents/entities featured,Discipline,topics_domestic_politics,topics_international_relations,topics_society,topics_econ,topics: political systems,topics: constitutional issues,topics: justice/ judiciary,topics: legislatures,topics: policy,topics: governance,topics: security & conflict,topics: state/statehood,topics: foreign policy,topics: multilateral interventions,topics: regional issues,topics: UN,topics: land,topics: identity,topics: social sectors,topics: demography,topics: civil society,topics: inequality,topics: service sector,topics: development,topics: industry,topics: trade,topics: investment,topics: resources,topics: aid,topics: debt,topics: colonial legacy,topics: rulers,topics: neopatrimonialism,topics: authoritarianism,topics: democracy/democratization,topics: corruption,topics: rule of law,topics: military,topics: civil conflict,topics: genocide/ethnic violence,topics: citizenship,topics: sovereignty,topics: extra-continental FP,topics: intra-continental FP,topics: FP towards Africa,topics: conflict resolution & peace-building,topics: post-conflict & peace-keeping,topics: regional integration,topics: border issues,topics: regional organization,topics: land access,topics: urbanization,topics: land rights,topics: class,topics: race,topics: ethnicty/chieftancy,topics: sexual identity,topics: gender,topics: religion,topics: national identity/nationalism/patriotism,topics: health,topics: education,topics: public services,topics: age,topics: migration,topics: diaspora,topics: NGO,topics: social/popular movements,topics: human rights,topics: cell phones,topics: mining,topics: manufacturing,topics: agriculture,topics: donors,topics: development aid,topics: humanitarian aid,topics: media,topics: democratic reversal,topics: elections,topics: public opinion/polling,topics: parties,topics: coup,topics: insurgency,topics: AU,topics: Islam,topics: witchcraft/traditional religions,topics: Christianity,topics: HIV/AIDS,topics: immigration,topics: emigration,topics: refugees/IDP,topics: resource curse,topics: youth,topics: music,topics: other,methods: qualitative,methods: quantitative,methods: single case study,methods: multiple case studies,methods: formal model ,methods: statistical methods,methods: existing data set,methods: author's data set,methods: regression analysis,methods: interviews,School of Thought,Fieldwork,bibliography: country- specific (majority of sources = country-specific),bibliography: non-country specific (majority of articles = country-non-specific) 
"""Constituting the Unsafe: Nigerian Sex Workers' Notions of Unsafe Sexual Conduct""",622,7-Dec,Vol. 50 Iss. 03,0,0,0,Chimaraoke O. Izugbara,0,0,0,0,0,African Populatuion and Health Research Center; University of Uyo,0,0,0,0,0,Kenya; Nigeria,0,0,0,0,0,ASR,africanist,Nigeria,0,0,0,"Aba, Nigeria",0,West,0,0,0,0,anthropology,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"sex workers, underground economies",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Implications of HIV/AIDS for Rural Livelihoods in Tanzania: The Example of Rungwe District""",623,7-Dec,Vol. 50 Iss. 03,0,0,0,Adam B. S. Mwakalobo,0,0,0,0,0,Sokoine University of Agriculture,0,0,0,0,0,Tanzania,0,0,0,0,0,ASR,africanist,Tanzania,0,0,0,"Rungwe district, Tanzania",0,East,0,0,0,0,political science,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,"HIV/AIDS in rural areas, economic impact",1,1,1,0,0,0,0,1,0,1,0,yes,,
"""Friends and Interests: China's Distinctive Links with Africa""",624,7-Dec,Vol. 50 Iss. 03,0,0,0,Barry Sautman,Yan Hairong,0,0,0,0,Hong Kong University of Science and Technology,Hong Kong Polytechnic University,0,0,0,0,Hong Kong,Hong Kong,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,China,international relations,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"development, foreign investment, political forces",1,1,1,0,0,0,1,0,0,1,0,yes,,
"""Modern Agricultural History in Malawi: Perspectives on Policy-Choice Explanations""",625,7-Dec,Vol. 50 Iss. 03,0,0,0,Erik Green,0,0,0,0,0,Stockholm Unioversity,0,0,0,0,0,Sweden,0,0,0,0,0,ASR,africanist,Malawi,0,0,0,0,0,Southern,0,0,0,0,economics,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"smallholder farms, smallholder sector, policy-choice",1,1,1,0,0,0,1,0,0,0,0,no,,
"""Human Rights in Africa: The Limited Promise of Liberalism""",626,8-Apr,Vol. 51 Iss. 01,0,0,0,Makau Mutua,0,0,0,0,0,State University of New York,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,0,political science,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,liberalism,1,0,0,0,0,0,0,0,0,0,0,no,,
"""The Rabbi's Well: A Case Study in the Micropolitics of Foreign Aid in Muslim West Africa""",627,8-Apr,Vol. 51 Iss. 01,0,0,0,William F. S. Miles,0,0,0,0,0,Northeastern University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Niger,0,0,0,"Magaria district, southcentral Niger",0,"West, Sahel",0,0,0,US,political science,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"micropolitical conflict, foreign aid versus development assistance",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The Gambia's 2006 Presidential Election: Change or Continuity?""",628,8-Apr,Vol. 51 Iss. 01,0,0,0,Abdoulaye Saine,0,0,0,0,0,Miami University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,The Gambia,0,0,0,0,0,West,0,0,0,0,political science,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"democratic reversal, post conflict",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Tí_kana: The Collapse of the Rural Malagasy Community""",629,8-Apr,Vol. 51 Iss. 01,0,0,0,Richard R. Marcus,0,0,0,0,0,"California State University, Long Beach",0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Madagascar,0,0,0,Southern Madagascar,0,Southern,0,0,0,0,political science,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"local institutional strength, ecological impacts, rule making",1,1,1,0,0,0,0,0,0,1,0,yes,,
"""Individualism, Community and Cooperatives in the Development Thinking of the Union Soudanaise-RDA, 1946-1960""",630,8-Sep,Vol. 51. Iss. 02,0,0,0,Monica M. van Beusekom,0,0,0,0,0,"University of Connecticut, Storrs",0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Mali,0,0,0,0,0,"West, Sahel",0,0,0,"France, French colonialists",history,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"nationalist party, rural development policies, colonial legacies, individualism",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Rape in the Courts of Gusiiland, Kenya, 1940s--1960s""",631,8-Sep,Vol. 51. Iss. 02,0,0,0,Brett L. Shadle,0,0,0,0,0,Virginia Tech,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Kenya,0,0,0,"Gusiiland, Kenya",0,East,0,0,0,0,history,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gender, rape culture, law, patriarchy",1,0,0,1,0,0,0,0,0,0,0,yes,,
"""Polygyny and Christian Marriage in Africa: The Case of Bening""",632,8-Sep,Vol. 51. Iss. 02,0,0,0,Douglas J. Falen,0,0,0,0,0,Agnes Scott College,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Benin,0,0,0,0,0,West,0,0,0,0,anthropology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"marriage choices, polygyny",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Reading the Diary of Akinpelu Obisesan in Colonial Africa""",633,8-Sep,Vol. 51. Iss. 02,0,0,0,Olufunke Adeboye,0,0,0,0,0,University of Lagos,0,0,0,0,0,Nigeria,0,0,0,0,0,ASR,africanist,Nigeria,0,0,0,"Ibadan, Nigeria",0,West,0,0,0,0,history,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"masculinity in colonial nigeria, public image, diaries",1,0,1,0,0,0,0,0,0,0,0,no,,
"""A Critical Examination of Honor Cultures and Herding Societies in Africa""",634,8-Sep,Vol. 51. Iss. 02,0,0,0,Mark Moritz,0,0,0,0,0,The Ohio State University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,continental,0,0,0,Northern Cameroon,0,continental,Central,0,0,0,anthropology,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"culture of honor, pastoralism, herders",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""Wage Labor, Precarious Employment, and Social Inclusion in the Making of South Africa's Postapartheid Transition""",635,8-Sep,Vol. 51. Iss. 02,0,0,0,Franco Barchiesi,0,0,0,0,0,The Ohio State University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,South Africa,0,0,0,"East Rand region, South Africa; Johannesburg, South Africa",,Southern,0,0,0,0,political science,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"wage crisis, unions, post-apartheid, unemployment",1,0,0,1,0,0,0,0,0,1,0,yes,,
"""Research, Therapy, and Bioethical Hegemony: The Controvery over Perinatal AZT Trials in Africa""",636,8-Dec,Vol. 51 Iss. 03,0,0,0,Claire L. Wendland,0,0,0,0,0,University of Wisconsin-Madison,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Malawi,0,0,0,0,0,Southern,0,0,0,0,anthropology,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"medical ethics, medical anthropology",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Gacaca: Truth, Justice, and Reconciliation in Postconflict Rwanda""",637,8-Dec,Vol. 51 Iss. 03,0,0,0,Max Rettig,0,0,0,0,0,Stanford University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Rwanda,0,0,0,"Sovu, South Province, Rwanda",0,"Central, Great Lakes",0,0,0,0,political science,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gacaca courts, institutional reconciliation",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The Elephant in the Room: Confronting the Colonial Character of Wildlife Conservation in Africa"" ",638,8-Dec,Vol. 51 Iss. 03,0,0,0,Elizabeth Garland,0,0,0,0,0,Dartmouth College,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,continental,0,0,0,"Gombe Stream, Tanzania; Libreville, Gabon",0,continental,0,0,0,0,anthropology,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"conservation, animals, wildlife revenue stream",1,0,0,1,0,0,0,0,0,1,0,yes,,
"""Some Reflections on Making Popular Culture in Urban Africa""",639,8-Dec,Vol. 51 Iss. 03,0,0,0,AbdouMaliq Simone,0,0,0,0,0,University of London,0,0,0,0,0,UK,0,0,0,0,0,ASR,africanist,Cameroon,0,0,0,"Douala, Cameroon",0,"Central, Great Lakes",0,0,0,0,sociology,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"urban popular culture, land and economic opportunity, popular culture",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""Any Color of the Rainbow--As Long as it's Gray: Dramatic Learning Spaces in Postapartheid South Africa""",640,8-Dec,Vol. 51 Iss. 03,0,0,0,Tim Prentki,0,0,0,0,0,University of Winchester,0,0,0,0,0,UK,0,0,0,0,0,ASR,africanist,South Africa,0,0,0,0,0,Southern,0,0,0,0,theater/drama,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"theater, cultural invention, resistance theater",1,0,1,0,0,0,0,0,0,0,0,no,,
"""'Neopatrimonialism' and Agricultural Development in Africa: Contributions and Limitations of a Contested Concept""",641,8-Dec,Vol. 51 Iss. 03,0,0,0,Aaron deGrassi,0,0,0,0,0,"University of California, Berkeley",0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,sub-Saharan,0,0,0,0,economics,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"agriculture, food policy",1,0,0,0,0,0,0,0,0,0,0,no,,
"""Rereading the History and Histioriography of Epistemic Domination and Resistance in Africa""",642,9-Apr,Vol. 52 Iss. 01,0,0,0,Bethwell A. Ogot,0,0,0,0,0,Moi University; Masono University,0,0,0,0,0,Kenya,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,Western writers/western ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Hunger, Healing, and Citizenship in Central Tanzania""",643,9-Apr,Vol. 52 Iss. 01,0,0,0,Kristin D. Phillips,0,0,0,0,0,University of Wisconsin-Madison; University of Virginia,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Tanzania,0,0,0,"Singida region, Tanzania",0,East,0,0,0,0,anthropology,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"food aid, ritual of food, food distribution, famine",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Female Genital Cutting: Cultural Rights and Rites of Defiance in Northern Tanzania""",644,9-Apr,Vol. 52 Iss. 01,0,0,0,Anna Winterbottom,Jonneke Koomen,Gemma Burford,0,0,0,University of London,University of Minnesota,Aang Serian,0,0,0,UK,USA,Tanzania,0,0,0,ASR,africanist,Tanzania,0,0,0,Northern Tanzania,0,East,0,0,0,0,anthropology,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Maasai cultural identity, tradition, health, legal and human rights",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The Environmental and Social History of African Sacred Groves: A Tanzanian Case Study""",645,9-Apr,Vol. 52 Iss. 01,0,0,0,Michael J. Sheridan,0,0,0,0,0,Middlebury College,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Tanzania,0,0,0,"North Pare Mountains, Tanzania",0,East,0,0,0,0,anthropology,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"natural sites, sacred groves",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Ahmadu Bamba's Pedagogy and the Development of 'Ajami' Literature""",646,9-Apr,Vol. 52 Iss. 01,0,0,0,Fallou Ngom,0,0,0,0,0,Boston University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,West,0,0,0,0,linguistics,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"literary traditions, islamic pedagogy, languages, written languages",1,0,0,1,0,0,0,0,0,0,0,yes,,
"""Rethinking Patrimonialism and Neopatrimonialism in Africa""",647,9-Apr,Vol. 52 Iss. 01,0,0,0,Anne Pitcher,Mary H. Moran,Michael Johnston,0,0,0,Colgate University,Colgate University,Colgate University,0,0,0,USA,USA,USA,0,0,0,ASR,africanist,Botswana,0,0,0,0,0,Southern,0,0,0,0,political science,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"reciprocities, voluntary compliance",1,0,1,0,0,0,0,0,0,0,Weberian?,no,,
"""Anticolonial Nationalism in French West Africa: What Made Guinea Unique?""",648,9-Sep,Vol. 52 Iss. 02,0,0,0,Elizabeth Schmidt,0,0,0,0,0,Loyola University Maryland,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Guinea,0,0,0,0,0,West,0,0,0,France,history,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"colonial subordination, independence, referendum",1,0,1,0,1,0,0,0,0,1,0,yes,,
"""Introduction: Guinea-Bissau Today--The Irrelevance of the State and the Permanence of Change""",649,9-Sep,Vol. 52 Iss. 02,0,1,0,Lorenzo I. Bordonaro,0,0,0,0,0,Center for Research in Anthropology,0,0,0,0,0,Portugal,0,0,0,0,0,ASR,africanist,Guinea Bissau,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"presidential assassination, state, violence and turmoil",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""From the Margins of the State to the Presidential Palace: The Balanta Case in Guinea-Bissau""",650,9-Sep,Vol. 52 Iss. 02,0,1,0,Marina Padrí£o Temudo,0,0,0,0,0,Tropical Research Institute (IICT),0,0,0,0,0,Portugal,0,0,0,0,0,ASR,africanist,Guinea Bissau,0,0,0,0,0,West,0,0,0,0,anthropology,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,"marginal groups, farmers, place in the nation",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""'Culture Stops Development!': Bijagí_ Youth and the Appropriation of Development Discourse in Guinea-Bissau""",651,9-Sep,Vol. 52 Iss. 02,0,1,0,Lorenzo I. Bordonaro,0,0,0,0,0,Center for Research in Anthropology,0,0,0,0,0,Portugal,0,0,0,0,0,ASR,africanist,Guinea Bissau,0,0,0,"Bubaque, Bijagí_ Islands, Guinea Bissau",0,West,0,0,0,0,sociology,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"development, international development, colonial legacy",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Death and the Left Hand: Islam, Gender, and 'Proper' Mandinga Funerary Custom in Guinea-Bissau and Portugal"" ",652,9-Sep,Vol. 52 Iss. 02,0,1,0,Michelle C. Johnson,0,0,0,0,0,Bucknell University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Guinea Bissau,0,0,0,0,0,West,0,0,0,Portugal,anthropology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"funerary ceremonies, gender and ethnic roles",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""'We Work Hard': Customary Imperatives of the Diola Work Regime in the Context of Environmental and Economic Change""",653,9-Sep,Vol. 52 Iss. 02,0,1,0,Joanna Davidson,0,0,0,0,0,Emory University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Guinea Bissau,0,0,0,Northwestern Guinea Bissau,0,West,0,0,0,0,anthropology,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"culture, customary living, climate change, rice cultivation",1,0,1,0,0,0,0,0,0,1,0,yes,,
